judging from previous posts this used to be a good place , but not any longer . [A] [O] [S] [C]	[A] place [O] not any longer [S] bad [C] restaurant general
my party had the bbe $ 29 fixe prix menu , which was such a wonderful deal since it also came with a flight of sake ! [A] [S] [O] [C]	[A] bbe $ 29 fixe prix menu [S] good [O] null [C] food prices [SSEP] [A] bbe $ 29 fixe prix menu [S] good [O] wonderful [C] food style_options
my party had the bbe $ 29 fixe prix menu , which was such a wonderful deal since it also came with a flight of sake ! [O] [A] [C] [S]	[O] null [A] bbe $ 29 fixe prix menu [C] food prices [S] good [SSEP] [O] wonderful [A] bbe $ 29 fixe prix menu [C] food style_options [S] good
my party had the bbe $ 29 fixe prix menu , which was such a wonderful deal since it also came with a flight of sake ! [O] [A] [S] [C]	[O] null [A] bbe $ 29 fixe prix menu [S] good [C] food prices [SSEP] [O] wonderful [A] bbe $ 29 fixe prix menu [S] good [C] food style_options
we started off with a delightful sashimi amuse bouche . [A] [O] [S] [C]	[A] sashimi amuse bouche [O] delightful [S] good [C] food quality
we started off with a delightful sashimi amuse bouche . [A] [O] [C] [S]	[A] sashimi amuse bouche [O] delightful [C] food quality [S] good
we started off with a delightful sashimi amuse bouche . [A] [S] [O] [C]	[A] sashimi amuse bouche [S] good [O] delightful [C] food quality
we started off with a delightful sashimi amuse bouche . [O] [A] [C] [S]	[O] delightful [A] sashimi amuse bouche [C] food quality [S] good
we started off with a delightful sashimi amuse bouche . [O] [A] [S] [C]	[O] delightful [A] sashimi amuse bouche [S] good [C] food quality
i picked the grilled black cod as my entree , which i absolutely devoured while someone commented that the grilled salmon dish was better . [A] [O] [S] [C]	[A] grilled black cod [O] devoured [S] good [C] food quality [SSEP] [A] grilled salmon dish [O] better [S] good [C] food quality
i picked the grilled black cod as my entree , which i absolutely devoured while someone commented that the grilled salmon dish was better . [A] [O] [C] [S]	[A] grilled black cod [O] devoured [C] food quality [S] good [SSEP] [A] grilled salmon dish [O] better [C] food quality [S] good
i picked the grilled black cod as my entree , which i absolutely devoured while someone commented that the grilled salmon dish was better . [A] [S] [O] [C]	[A] grilled black cod [S] good [O] devoured [C] food quality [SSEP] [A] grilled salmon dish [S] good [O] better [C] food quality
i picked the grilled black cod as my entree , which i absolutely devoured while someone commented that the grilled salmon dish was better . [O] [A] [C] [S]	[O] devoured [A] grilled black cod [C] food quality [S] good [SSEP] [O] better [A] grilled salmon dish [C] food quality [S] good
i picked the grilled black cod as my entree , which i absolutely devoured while someone commented that the grilled salmon dish was better . [O] [A] [S] [C]	[O] devoured [A] grilled black cod [S] good [C] food quality [SSEP] [O] better [A] grilled salmon dish [S] good [C] food quality
the entrees were served with miso soup and rice . [A] [O] [S] [C]	[A] entrees [O] null [S] ok [C] food style_options
the entrees were served with miso soup and rice . [A] [O] [C] [S]	[A] entrees [O] null [C] food style_options [S] ok
the entrees were served with miso soup and rice . [A] [S] [O] [C]	[A] entrees [S] ok [O] null [C] food style_options
the entrees were served with miso soup and rice . [O] [A] [C] [S]	[O] null [A] entrees [C] food style_options [S] ok
the entrees were served with miso soup and rice . [O] [A] [S] [C]	[O] null [A] entrees [S] ok [C] food style_options
for desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal . [A] [O] [S] [C]	[A] frozen black sesame mousse [O] interesting [S] ok [C] food quality [SSEP] [A] frozen black sesame mousse [O] extraordinary [S] ok [C] food quality [SSEP] [A] matcha ( powdered green tea ) and blueberry cheesecake [O] phenomenal [S] good [C] food quality
for desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal . [A] [O] [C] [S]	[A] frozen black sesame mousse [O] interesting [C] food quality [S] ok [SSEP] [A] frozen black sesame mousse [O] extraordinary [C] food quality [S] ok [SSEP] [A] matcha ( powdered green tea ) and blueberry cheesecake [O] phenomenal [C] food quality [S] good
for desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal . [A] [S] [O] [C]	[A] frozen black sesame mousse [S] ok [O] interesting [C] food quality [SSEP] [A] frozen black sesame mousse [S] ok [O] extraordinary [C] food quality [SSEP] [A] matcha ( powdered green tea ) and blueberry cheesecake [S] good [O] phenomenal [C] food quality
for desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal . [O] [A] [C] [S]	[O] interesting [A] frozen black sesame mousse [C] food quality [S] ok [SSEP] [O] extraordinary [A] frozen black sesame mousse [C] food quality [S] ok [SSEP] [O] phenomenal [A] matcha ( powdered green tea ) and blueberry cheesecake [C] food quality [S] good
for desserts , we tried the frozen black sesame mousse ( interesting but not extraordinary ) and matcha ( powdered green tea ) and blueberry cheesecake , which was phenomenal . [O] [A] [S] [C]	[O] interesting [A] frozen black sesame mousse [S] ok [C] food quality [SSEP] [O] extraordinary [A] frozen black sesame mousse [S] ok [C] food quality [SSEP] [O] phenomenal [A] matcha ( powdered green tea ) and blueberry cheesecake [S] good [C] food quality
i do n ' t usually visit the same establishment more than once , what more twice , but i ' ll come to zenkichi anytime for a quiet , unhurried and memorable dinner . [A] [O] [S] [C]	[A] zenkichi [O] quiet [S] good [C] ambience general [SSEP] [A] zenkichi [O] unhurried [S] good [C] ambience general [SSEP] [A] zenkichi [O] memorable [S] good [C] restaurant general
i do n ' t usually visit the same establishment more than once , what more twice , but i ' ll come to zenkichi anytime for a quiet , unhurried and memorable dinner . [A] [O] [C] [S]	[A] zenkichi [O] quiet [C] ambience general [S] good [SSEP] [A] zenkichi [O] unhurried [C] ambience general [S] good [SSEP] [A] zenkichi [O] memorable [C] restaurant general [S] good
i do n ' t usually visit the same establishment more than once , what more twice , but i ' ll come to zenkichi anytime for a quiet , unhurried and memorable dinner . [A] [S] [O] [C]	[A] zenkichi [S] good [O] quiet [C] ambience general [SSEP] [A] zenkichi [S] good [O] unhurried [C] ambience general [SSEP] [A] zenkichi [S] good [O] memorable [C] restaurant general
i do n ' t usually visit the same establishment more than once , what more twice , but i ' ll come to zenkichi anytime for a quiet , unhurried and memorable dinner . [O] [A] [C] [S]	[O] quiet [A] zenkichi [C] ambience general [S] good [SSEP] [O] unhurried [A] zenkichi [C] ambience general [S] good [SSEP] [O] memorable [A] zenkichi [C] restaurant general [S] good
i do n ' t usually visit the same establishment more than once , what more twice , but i ' ll come to zenkichi anytime for a quiet , unhurried and memorable dinner . [O] [A] [S] [C]	[O] quiet [A] zenkichi [S] good [C] ambience general [SSEP] [O] unhurried [A] zenkichi [S] good [C] ambience general [SSEP] [O] memorable [A] zenkichi [S] good [C] restaurant general
terrible would be a compliment ! [A] [O] [S] [C]	[A] it [O] terrible [S] bad [C] restaurant general
terrible would be a compliment ! [A] [O] [C] [S]	[A] it [O] terrible [C] restaurant general [S] bad
terrible would be a compliment ! [A] [S] [O] [C]	[A] it [S] bad [O] terrible [C] restaurant general
terrible would be a compliment ! [O] [A] [C] [S]	[O] terrible [A] it [C] restaurant general [S] bad
terrible would be a compliment ! [O] [A] [S] [C]	[O] terrible [A] it [S] bad [C] restaurant general
the service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night . [A] [O] [S] [C]	[A] service [O] null [S] bad [C] service general
the service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night . [A] [O] [C] [S]	[A] service [O] null [C] service general [S] bad
the service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night . [A] [S] [O] [C]	[A] service [S] bad [O] null [C] service general
the service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night . [O] [A] [C] [S]	[O] null [A] service [C] service general [S] bad
the service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night . [O] [A] [S] [C]	[O] null [A] service [S] bad [C] service general
we paid a fixed pricce but got nothing ! ! [A] [O] [S] [C]	[A] it [O] null [S] bad [C] service general
we paid a fixed pricce but got nothing ! ! [A] [O] [C] [S]	[A] it [O] null [C] service general [S] bad
we paid a fixed pricce but got nothing ! ! [A] [S] [O] [C]	[A] it [S] bad [O] null [C] service general
we paid a fixed pricce but got nothing ! ! [O] [A] [C] [S]	[O] null [A] it [C] service general [S] bad
we paid a fixed pricce but got nothing ! ! [O] [A] [S] [C]	[O] null [A] it [S] bad [C] service general
we never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating . [A] [O] [S] [C]	[A] it [O] upset [S] bad [C] service general [SSEP] [A] it [O] tired [S] bad [C] service general
we never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating . [A] [O] [C] [S]	[A] it [O] upset [C] service general [S] bad [SSEP] [A] it [O] tired [C] service general [S] bad
we never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating . [A] [S] [O] [C]	[A] it [S] bad [O] upset [C] service general [SSEP] [A] it [S] bad [O] tired [C] service general
we never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating . [O] [A] [C] [S]	[O] upset [A] it [C] service general [S] bad [SSEP] [O] tired [A] it [C] service general [S] bad
we never ate because by close to 2 in the monring we were not served and were too upset ad tired to start eating . [O] [A] [S] [C]	[O] upset [A] it [S] bad [C] service general [SSEP] [O] tired [A] it [S] bad [C] service general
they are extremely rude , not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread ! [A] [O] [S] [C]	[A] service [O] horrible [S] bad [C] service general [SSEP] [A] drinks [O] null [S] bad [C] drinks prices [SSEP] [A] pita bread [O] null [S] bad [C] food prices [SSEP] [A] it [O] rude [S] bad [C] service general
they are extremely rude , not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread ! [A] [O] [C] [S]	[A] service [O] horrible [C] service general [S] bad [SSEP] [A] drinks [O] null [C] drinks prices [S] bad [SSEP] [A] pita bread [O] null [C] food prices [S] bad [SSEP] [A] it [O] rude [C] service general [S] bad
they are extremely rude , not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread ! [A] [S] [O] [C]	[A] service [S] bad [O] horrible [C] service general [SSEP] [A] drinks [S] bad [O] null [C] drinks prices [SSEP] [A] pita bread [S] bad [O] null [C] food prices [SSEP] [A] it [S] bad [O] rude [C] service general
they are extremely rude , not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread ! [O] [A] [C] [S]	[O] horrible [A] service [C] service general [S] bad [SSEP] [O] null [A] drinks [C] drinks prices [S] bad [SSEP] [O] null [A] pita bread [C] food prices [S] bad [SSEP] [O] rude [A] it [C] service general [S] bad
they are extremely rude , not even apologizing for the horrible service we got and handing us a bill well over $ 500 for some drinks adn their pita bread ! [O] [A] [S] [C]	[O] horrible [A] service [S] bad [C] service general [SSEP] [O] null [A] drinks [S] bad [C] drinks prices [SSEP] [O] null [A] pita bread [S] bad [C] food prices [SSEP] [O] rude [A] it [S] bad [C] service general
stay away [A] [O] [S] [C]	[A] it [O] null [S] bad [C] restaurant general
stay away [A] [O] [C] [S]	[A] it [O] null [C] restaurant general [S] bad
